Date,VixPercentage,VIX,Vix20Days,Vix60Days,Vix120 ,RVXPercentage,RVX,RVX20Days,RVX60Days,RVX120Days,VXDPercentage,VXD,VXD20Days,VXD60Days,VXD120Days,SPYPercentage,SPY,SPY20Days,SPY60Days,SPY120Days,RUTPercentage,RUT,RUT20Days,RUT60Days,RUT120Days,DJIPercentage,DJI,DJI20Days,DJI60Days,DJI120Days,VTIIPercentage,VTI,VTI20Days,VTI60Days,VTI120Days
1/18/05,0.321802092,0.003218021,0.002808644,-0.001930295,-0.001369195,3.275332651,0.032753327,0.008831444,0.000582627,-0.000878355,-0.089928058,-0.000899281,0.001267108,-0.001843108,-0.0012365,0.967477105,0.009674771,9.10814E-05,0.001321368,0.000754732,1.196802364,0.011968024,-0.001306076,0.001382776,0.001251921,0.67058155,0.006705815,-8.44864E-05,0.001261686,0.000432893,1.096605744,0.010966057,-0.000423389,0.00131723,0.000841439
1/19/05,5.693664796,0.056936648,0.006157568,-0.001829586,-0.000652205,0.594648167,0.005946482,0.00726179,-0.000201103,-0.000539521,9.090909091,0.090909091,0.008029757,-0.001884874,-0.000252475,-0.949010451,-0.009490105,-0.000402268,0.001205948,0.000637535,-1.113835207,-0.011138352,-0.001549168,0.001453786,0.001026218,-0.835465904,-0.008354659,-0.000557149,0.00130489,0.000353304,-0.895316804,-0.008953168,-0.000785723,0.001319976,0.000714598
1/20/05,4.931714719,0.049317147,0.009806857,-0.002425609,-4.99024E-05,2.561576355,0.025615764,0.010989147,-0.000784987,-0.000297172,3.135313531,0.031353135,0.009786808,-0.002774553,0.000212479,-0.778299635,-0.007782996,-0.00124343,0.000851045,0.000562908,-0.901417074,-0.009014171,-0.002638543,0.001189363,0.000928972,-0.649905123,-0.006499051,-0.001340757,0.001209896,0.000290507,-0.625434329,-0.006254343,-0.001559979,0.001228257,0.000635738
1/21/05,3.832248735,0.038322487,0.012155882,-0.001595907,0.000242254,-1.008645533,-0.010086455,0.010928349,-0.000539383,-0.000547892,6.56,0.0656,0.012211294,-0.001024882,0.000818798,-0.641481592,-0.006414816,-0.001735061,0.000577594,0.000472388,-0.205769661,-0.002057697,-0.002916297,0.000981892,0.00090215,-0.749653822,-0.007496538,-0.001978145,0.000848201,0.000195572,-0.506993007,-0.00506993,-0.00199979,0.00088065,0.000573106
1/24/05,2.019498607,0.020194986,0.01412633,-0.000578015,5.27057E-05,4.366812227,0.043668122,0.015528223,0.000529328,-0.000240825,1.351351351,0.013513514,0.015830895,-0.000340428,0.000582936,-0.352778564,-0.003527786,-0.001934602,0.000614123,0.000495176,-1.071870756,-0.010718708,-0.003522397,0.000527108,0.000938145,-0.234773405,-0.002347734,-0.002147308,0.000617773,0.000224309,-0.544719733,-0.005447197,-0.002322774,0.000583264,0.000590276
1/25/05,-4.027303754,-0.040273038,0.008061031,-0.000899359,-0.000376477,-2.370990237,-0.023709902,0.009609186,-0.000198397,-0.000484273,-4.148148148,-0.041481481,0.008543316,-0.000755352,9.3082E-05,0.400432567,0.004004326,-0.001519121,0.000654057,0.000536578,0.325868179,0.003258682,-0.002972167,0.000625415,0.000980017,0.896938835,0.008969388,-0.001463318,0.000763097,0.000293866,0.265017668,0.002650177,-0.001625531,0.000636571,0.000634423
1/26/05,-4.409672831,-0.044096728,0.006432801,-0.002587304,-0.001828672,-5.380952381,-0.053809524,0.008608286,-0.001133136,-0.001308124,-4.173106646,-0.041731066,0.007580863,-0.002376145,-0.001076672,0.484411451,0.004844115,-0.001634615,0.0006563,0.000712948,1.660347403,0.016603474,-0.002935827,0.000954506,0.001276701,0.35367439,0.003536744,-0.001650249,0.000783726,0.000457887,0.616740088,0.006167401,-0.001734894,0.000690602,0.000826445
1/27/05,-1.488095238,-0.014880952,0.007272086,-0.00283532,-0.002416653,-2.365374937,-0.023653749,0.006714276,-0.001671108,-0.001901425,-1.370967742,-0.013709677,0.006205407,-0.002515869,-0.001804955,0.040892197,0.000408922,-0.001610457,0.000610296,0.000845362,0.05352466,0.000535247,-0.002815111,0.000871783,0.001480118,-0.297182481,-0.002971825,-0.001682299,0.000689485,0.000556662,0.140105079,0.001401051,-0.001732477,0.000689644,0.000955446
1/28/05,0,0,0.003227336,-0.002743126,-0.002222755,-1.597938144,-0.015979381,0.005535412,-0.002214959,-0.002108304,-0.163532298,-0.001635323,0.004172642,-0.024639387,-0.024639387,-0.271598814,-0.002715988,0.001635344,0.003000331,0.001635344,-0.63219709,-0.006321971,0.003518858,0.003518858,0.003518858,-0.384049525,-0.003840495,0.001423453,0.001423453,0.001423453,-0.36726128,-0.003672613,0.001636504,0.001636504,0.001636504
1/31/05,-3.172205438,-0.031722054,-0.001264818,-0.001067459,-0.001860671,-0.366684128,-0.003666841,0.004336989,-0.000874273,-0.001694078,-0.491400491,-0.004914005,0.001306855,-0.000549314,-0.001161162,0.846028132,0.008460281,-0.001260208,0.000410538,0.000775325,1.797719413,0.017977194,-0.002096842,0.000828775,0.001413544,0.601311953,0.00601312,-0.001360142,0.000588295,0.000464898,1.018079691,0.010180797,-0.001238115,0.000621621,0.00090702
2/1/05,-6.16224649,-0.061622465,-0.0073181,-0.002011405,-0.002646087,-1.840168244,-0.018401682,-0.000392077,-0.000383481,-0.001968247,-7.0781893,-0.070781893,-0.003809003,-0.001894533,-0.001924404,0.689090035,0.0068909,-0.000509692,0.000398941,0.000857848,0.660234426,0.006602344,-0.000912633,0.000748444,0.001518895,0.591044719,0.005910447,-0.00081608,0.000394641,0.000519515,0.573414422,0.005734144,-0.000595596,0.000455976,0.000975739
2/2/05,-3.075644223,-0.030756442,-0.008500809,-0.002368918,-0.003382804,-3.160149973,-0.0316015,-0.003636178,-0.000605604,-0.002526022,-2.657218778,-0.026572188,-0.005258288,-0.002223938,-0.002650265,0.317796798,0.003177968,0.000232774,0.000371141,0.000981625,0.611323098,0.006113231,0.000322079,0.000790544,0.00172064,0.425515784,0.004255158,-0.000143837,0.000348092,0.000658698,0.449205252,0.004492053,0.000294536,0.000471721,0.001105191
2/3/05,1.114922813,0.011149228,-0.008336767,-0.002134928,-0.002809461,-3.539823009,-0.03539823,-0.006121836,-0.001747108,-0.002766687,-0.454959054,-0.004549591,-0.002476137,-0.002248991,-0.002377559,-0.276563344,-0.002765633,0.000275885,0.000566782,0.000946272,-0.420895137,-0.004208951,0.000991448,0.000781347,0.001680891,-0.034916201,-0.000349162,-6.08553E-06,0.000336175,0.000646618,-0.49879601,-0.00498796,0.000391039,0.000429828,0.001050566
2/4/05,-4.91942324,-0.049194232,-0.008986684,-0.002725363,-0.003029387,-4.644495413,-0.046444954,-0.007990454,-0.001745415,-0.003214837,-5.758683729,-0.057586837,-0.008387076,-0.003005053,-0.002454142,1.104304922,0.011043049,0.000652744,0.000565383,0.000924505,1.290280765,0.012902808,0.001447106,0.000870164,0.001616559,1.16113319,0.011611332,0.00045606,0.000537557,0.000633799,1.261884183,0.012618842,0.000778163,0.000622424,0.001049784
2/7/05,4.638715433,0.046387154,-0.006335957,-0.001303211,-0.002381966,2.465423933,0.024654239,-0.007012066,-0.000932062,-0.002785886,6.692531523,0.066925315,-0.004034369,-0.001515824,-0.001785179,-0.108896534,-0.001088965,0.000669854,0.000421941,0.000897132,-0.128640656,-0.001286407,0.001916004,0.000767128,0.001575224,-0.002799526,-2.79953E-05,0.000543619,0.000538534,0.00061833,-0.051212018,-0.00051212,0.000917202,0.000605039,0.001003672
2/8/05,-1.108269395,-0.011082694,-0.005926415,-0.001436954,-0.002087522,-1.525821596,-0.015258216,-0.008787122,-0.000800853,-0.002479967,-2.818181818,-0.028181818,-0.006347322,-0.001484466,-0.001805251,0.048270647,0.000482706,0.000522851,0.000127191,0.00079746,0.329863343,0.003298633,0.00171157,0.000639201,0.001420165,0.082121727,0.000821217,0.000504522,0.000416937,0.000532923,0.170794193,0.001707942,0.000802634,0.000477245,0.000918622
2/9/05,3.448275862,0.034482759,-0.004051105,-0.001232896,-0.002174986,5.780691299,0.057806913,-0.005971182,0.000612302,-0.002327008,4.957904584,0.049579046,-0.002012034,-0.000780498,-0.001568459,-0.857527953,-0.00857528,0.000399065,0.000202449,0.00075598,-2.03687838,-0.020368784,0.001195767,0.000146117,0.001314586,-0.564123604,-0.005641236,0.000527516,0.000212758,0.000520954,-0.937766411,-0.009377664,0.000636833,0.000177827,0.000865795
2/10/05,-4.083333333,-0.040833333,-0.003704599,-0.001975967,-0.002043565,-0.056338028,-0.00056338,-0.005603115,0.000263353,-0.001948829,-3.297682709,-0.032976827,-0.001230028,-0.001465064,-0.001454665,0.421146154,0.004211462,0.000410568,0.000435857,0.000736703,0.175796449,0.001757964,0.001147942,0.00012504,0.001166737,0.801755422,0.008017554,0.000636622,0.000328672,0.000530252,0.344234079,0.003442341,0.000591142,0.000223615,0.00082464
2/11/05,-0.695047785,-0.006950478,-0.005166773,-0.00188005,-0.002038986,-4.847801578,-0.048478016,-0.008725967,-0.000858905,-0.002391198,-1.843317972,-0.01843318,-0.004398384,-0.001437612,-0.001512034,0.692562212,0.006925622,0.001188356,0.000355167,0.000814673,1.268328844,0.012683288,0.002031621,0.000495918,0.001340112,0.431643968,0.00431644,0.00137986,0.000499347,0.00059672,0.823327616,0.008233276,0.001384486,0.000459233,0.00091214
2/14/05,0.787401575,0.007874016,-0.003176499,-0.001748816,-0.001684746,1.421800948,0.014218009,-0.006119449,-0.000286245,-0.002171979,-3.38028169,-0.033802817,-0.002968794,-0.001946347,-0.001478718,0.069689369,0.000696894,0.000922972,0.000387458,0.000816603,0.040961938,0.000409619,0.001449773,0.00036572,0.001319911,-0.04538718,-0.000453872,0.001108732,0.000393413,0.000571842,0.017012589,0.000170126,0.001174461,0.000365998,0.000927757
2/15/05,-2.170138889,-0.021701389,-0.004422469,-0.001820322,-0.001675332,-2.862149533,-0.028621495,-0.00918819,-0.000874382,-0.002104584,-1.457725948,-0.014577259,-0.003652693,-0.002189302,-0.001481148,0.329976616,0.003299766,0.000604222,0.000576511,0.00077743,-0.012600863,-0.000126009,0.000845072,0.000387965,0.001240422,0.428130589,0.004281306,0.000987507,0.000428432,0.000538945,0.357203606,0.003572036,0.000804759,0.000396587,0.000883246
2/16/05,-1.508429459,-0.015084295,-0.008023516,-0.002739421,-0.001762094,-2.585688515,-0.025856885,-0.010778358,-0.0018848,-0.002455114,-0.591715976,-0.00591716,-0.008494006,-0.002260509,-0.001554612,0.018177619,0.000181776,0.001087816,0.000346193,0.000777965,0.615802121,0.006158021,0.001709891,0.000721552,0.001335515,-0.022145737,-0.000221457,0.001394167,0.000607131,0.000543893,0.016949153,0.000169492,0.001260892,0.000601677,0.000887791
2/17/05,6.036036036,0.06036036,-0.007471356,-0.001079094,-0.001147309,3.456790123,0.034567901,-0.010330751,-0.000926446,-0.001764749,3.869047619,0.038690476,-0.008127139,-0.001601939,-0.001099725,-0.792336556,-0.007923366,0.001080798,0.0003621,0.000691727,-1.20685001,-0.0120685,0.001557174,0.000300883,0.001167639,-0.743892422,-0.007438924,0.001347173,0.000431349,0.000464209,-0.660904931,-0.006609049,0.001243157,0.000383301,0.000801376
2/18/05,-5.012744265,-0.050127443,-0.011893852,-0.001529046,-0.001978589,3.579952267,0.035799523,-0.008036452,-7.50565E-05,-0.001858932,-5.062082139,-0.050620821,-0.01393818,-0.001799837,-0.001925383,0.069953446,0.000699534,0.001436515,5.20806E-05,0.000762401,-0.160029467,-0.001600295,0.001580044,0.000193495,0.001261704,0.28732693,0.002873269,0.001865664,0.000474152,0.000547414,-0.034118048,-0.00034118,0.001479595,0.000371803,0.000857856
2/22/05,17.5313059,0.175313059,-0.004137948,0.001327066,-0.000436688,5.99078341,0.059907834,-0.007224467,0.001597835,-0.001316448,18.10865191,0.181086519,-0.005559529,0.001061039,-0.000101203,-1.450572366,-0.014505724,0.000887618,0.000132985,0.00060293,-1.936110311,-0.019361103,0.001147924,-0.000261822,0.001048791,-1.61332196,-0.01613322,0.001176389,0.000161266,0.000370656,-1.501706485,-0.015017065,0.001001101,2.56495E-05,0.000704411
2/23/05,-5.707762557,-0.057077626,-0.004978178,0.000297156,-0.000705228,-0.869565217,-0.008695652,-0.006473754,0.001173685,-0.001214998,-4.514480409,-0.045144804,-0.005742696,6.79004E-05,-0.000465279,0.560736286,0.005607363,0.00096777,0.000322047,0.000637055,0.422375517,0.004223755,0.001196178,-0.000235376,0.001015093,0.589942702,0.005899427,0.001022891,0.000256579,0.00042424,0.51975052,0.005197505,0.001128468,0.000112275,0.000732054
2/24/05,-6.618240517,-0.066182405,-0.006082462,-0.001484027,-0.000904635,-4.769736842,-0.047697368,-0.006168147,0.000255623,-0.001420055,-6.333630687,-0.063336307,-0.006822958,-0.001895019,-0.000555764,0.789377025,0.00789377,0.001120253,0.000544332,0.000609399,1.131276026,0.01131276,0.000931642,-0.000133972,0.00099895,0.702655099,0.007026551,0.001197382,0.000447026,0.000382977,0.758359186,0.007583592,0.001199277,0.00027333,0.000701407
2/25/05,-0.691443388,-0.006914434,-0.005684136,-0.001524079,-0.000746336,-1.842256765,-0.018422568,-0.005906588,-0.000493232,-0.001463728,-4.571428571,-0.045714286,-0.008423188,-0.00281578,-0.000834152,0.930681924,0.009306819,0.001565148,0.000188241,0.00072183,1.588697659,0.015886977,0.001699229,0.000148936,0.001184041,0.863352188,0.008633522,0.001777649,0.000667124,0.000479299,0.992131372,0.009921314,0.00162529,0.000476314,0.000811924
2/28/05,5.134899913,0.051348999,-0.003116686,-0.000328384,-0.000414282,3.988269795,0.039882698,-0.003113484,0.000995655,-0.001323296,7.285429142,0.072854291,-0.004698707,-0.001273716,-0.000214053,-0.641424093,-0.006414241,0.001380235,0.000297092,0.000610983,-0.54429295,-0.005442929,0.001743181,-0.000202388,0.001038457,-0.695469303,-0.006954693,0.001621939,0.000291975,0.000354255,-0.491192412,-0.004911924,0.001563325,0.000176868,0.000712022
3/1/05,-0.331125828,-0.003311258,-0.001696146,-0.000396421,-0.000435953,-1.46644106,-0.014664411,-0.003663362,0.000144312,-0.001614342,0.558139535,0.005581395,-0.004173937,-0.001060308,-0.000219543,0.565807422,0.005658074,0.001240125,0.000280784,0.000695516,0.704985493,0.007049855,0.001196814,-5.45967E-05,0.001173296,0.592595345,0.005925953,0.001617581,0.000398767,0.000427326,0.561702128,0.005617021,0.001335136,0.00028194,0.000794272
3/2/05,3.820598007,0.03820598,0.003295276,0.000266025,-8.79347E-05,3.491700057,0.034917001,-0.000997428,0.001107374,-0.00103284,5.457909343,0.054579093,0.002094112,0.00018618,0.000364481,-0.027269933,-0.000272699,0.000881945,0.000299029,0.000677491,-0.187933526,-0.001879335,0.00077273,-7.81373E-05,0.001032289,-0.166204986,-0.00166205,0.001238956,0.000359887,0.00043311,-0.067704807,-0.000677048,0.001014576,0.000264924,0.000771607
3/3/05,3.44,0.0344,0.006553098,0.000543577,0.000347435,0.884955752,0.008849558,0.001025125,0.000151365,-0.000753333,-0.877192982,-0.00877193,0.002984125,-0.000523825,0.000429177,0.032230515,0.000322305,0.000739162,0.000643991,0.000638897,0.15062228,0.001506223,0.00054238,2.94938E-05,0.000989941,0.194228635,0.001942286,0.001123312,0.000463222,0.000429858,0.101626016,0.00101626,0.000840787,0.000293321,0.000724479
3/4/05,-7.656612529,-0.076566125,0.002167331,-0.001339045,6.67001E-05,-4.714912281,-0.047149123,0.00043758,-0.001615895,-0.001083732,-3.185840708,-0.031858407,0.001618684,-0.001241018,0.000370523,0.962438084,0.009624381,0.001358662,0.000606219,0.000705013,1.043418231,0.010434182,0.001274536,0.000556276,0.001030248,0.993261331,0.009932613,0.001637401,0.000797059,0.000511256,1.015228426,0.010152284,0.001597799,0.000625924,0.000796808
3/7/05,2.680067002,0.02680067,0.005967076,-0.000307144,4.32661E-05,2.013808976,0.02013809,0.003766733,-0.000808403,-0.001053689,2.010968921,0.020109689,0.00550351,-1.1355E-05,0.000558629,0.261027069,0.002610271,0.000937023,0.000435636,0.000708187,-0.169009532,-0.001690095,0.000544891,0.000377561,0.00104728,-0.033818986,-0.00033819,0.001039925,0.000705859,0.000505691,0.234505863,0.002345059,0.00108411,0.000598423,0.000791841
3/8/05,1.141924959,0.01141925,0.004218681,0.000274887,-0.00052529,3.327693175,0.033276932,0.004197867,-0.000106372,-0.000687316,-1.075268817,-0.010752688,0.00161961,-0.000482476,-0.000354022,-0.479878946,-0.004798789,0.000751532,0.000283262,0.000726985,-0.913242807,-0.009132428,0.00015259,0.000277112,0.001006789,-0.222183617,-0.002221836,0.000930233,0.000575761,0.000557278,-0.635026738,-0.006350267,0.000792202,0.00041473,0.000790852
3/9/05,2.419354839,0.024193548,0.005982493,0.000833393,-0.000181373,2.565502183,0.025655022,0.006243529,0.000951133,-0.000269986,5.797101449,0.057971014,0.005927252,0.001235073,0.000322578,-1.018512211,-0.010185122,0.000218141,0.00016436,0.000618828,-1.081532841,-0.010815328,-0.000553108,1.6065E-05,0.000828421,-0.980517933,-0.009805179,0.000398913,0.000427503,0.000464899,-0.908173562,-0.009081736,0.000252719,0.000283459,0.000687506
3/10/05,-1.653543307,-0.016535433,0.003431583,0.000845158,-0.00011069,-1.277275146,-0.012772751,0.002714546,0.001111049,-0.000352353,-2.140410959,-0.02140411,0.002378094,0.00146489,0.000495693,0.185581725,0.001855817,0.000739696,-2.73763E-05,0.000596836,-0.656020614,-0.006560206,0.000137321,-0.000245905,0.000793624,0.424779744,0.004247797,0.000893365,0.000347966,0.000467759,-0.169721656,-0.001697217,0.000636741,9.71258E-05,0.000648853
3/11/05,2.481985588,0.024819856,0.006714243,0.001006297,-0.000141444,1.185983827,0.011859838,0.003335707,0.001159904,-0.000257544,1.749781277,0.017497813,0.004901826,0.000852013,-0.000165805,-0.758324912,-0.007583249,0.00014996,3.39592E-05,0.000580532,-0.015946502,-0.000159465,4.14493E-05,-0.000392494,0.000827625,-0.710500852,-0.007105009,0.000137237,0.000169702,0.000473049,-0.323019381,-0.003230194,0.000303114,-3.07216E-05,0.000652482
3/14/05,-3.203125,-0.03203125,0.005460204,0.000969956,3.6304E-05,0,0,0.005759608,0.001454889,4.81184E-05,0.945829751,0.009458298,0.0062964,0.000700228,0.00088625,0.562462523,0.005624625,8.49103E-05,-5.67417E-05,0.000574679,0.55196874,0.005519687,-0.000316731,-0.000431804,0.000783388,0.279365904,0.002793659,6.10977E-05,0.000192848,0.000463666,0.494627324,0.004946273,0.000138764,-2.12941E-06,0.000641579
3/15/05,6.133979015,0.06133979,0.008133493,0.002100248,-0.000111389,1.118806606,0.011188066,0.00560811,0.002054269,-0.000104974,2.810902896,0.028109029,0.009391992,0.002563354,0.000562641,-0.752380727,-0.007523807,-0.000326125,-6.66343E-05,0.000628129,-0.552115035,-0.00552115,-0.000613269,-0.000359883,0.000896701,-0.549770929,-0.005497709,-0.000191094,7.92389E-05,0.000528232,-0.526137135,-0.005261371,-0.000132811,-6.15703E-05,0.000710471
3/16/05,2.585551331,0.025855513,0.010511338,0.002965837,7.01522E-05,0,0,0.007039185,0.00222748,-0.000165801,6.876553438,0.068765534,0.013559132,0.003724516,0.000677386,-0.808186516,-0.008081865,-0.000895206,-4.28948E-05,0.000599695,-0.62219201,-0.00622192,-0.000918065,-0.00045969,0.000846178,-1.042335576,-0.010423356,-0.000926327,-7.76892E-06,0.000499321,-0.870158676,-0.008701587,-0.000746492,-0.000121707,0.000675022
3/17/05,-1.482579689,-0.014825797,0.010524263,0.002886105,0.000239397,-0.632244468,-0.006322445,0.008015907,0.00149978,-5.74574E-05,-4.108527132,-0.041085271,0.011800726,0.003778826,0.000855077,0.180125338,0.001801253,-0.000814232,-0.000201406,0.000601548,0.407763287,0.004077633,-0.001022084,-0.000287121,0.000877655,-0.063010787,-0.000630108,-0.00094676,-3.65807E-05,0.00048718,0.137693632,0.001376936,-0.00068612,-7.03168E-05,0.000667881
3/18/05,-1.128668172,-0.011286682,0.006941911,0.003092471,-5.30717E-05,0.742311771,0.007423118,0.006658668,0.002439021,-0.000438948,-4.203718674,-0.042037187,0.007764343,0.003141337,0.000328573,-0.047045229,-0.000470452,-0.000441587,-0.000340607,0.000647097,-0.462062306,-0.004620623,-0.00064969,-0.00057702,0.000951199,0.031054732,0.000310547,-0.000559286,-0.00018429,0.000538455,-0.223444483,-0.002234445,-0.000467389,-0.000261404,0.00072046
3/21/05,3.576864536,0.035768645,0.011236715,0.003832915,0.000695297,0.315789474,0.003157895,0.005026587,0.002639494,3.9504E-05,8.101265823,0.081012658,0.014346017,0.004206377,0.001457411,-0.493422005,-0.00493422,-0.000723275,-0.000518261,0.000556591,-0.160624506,-0.001606245,-0.000649988,-0.00066208,0.000828863,-0.604908887,-0.006049089,-0.001005404,-0.000372629,0.000413877,-0.310077519,-0.003100775,-0.000605369,-0.000375188,0.000649347
3/22/05,4.849375459,0.048493755,0.00489575,0.004961377,0.001472995,0.314795383,0.003147954,0.002188593,0.00349745,0.000374837,1.951600312,0.019516003,0.006267491,0.005512952,0.001971491,-1.019620851,-0.010196209,-0.000507799,-0.000434841,0.000436039,-0.481038333,-0.004810383,7.75481E-05,-0.000765641,0.000709076,-0.898214928,-0.008982149,-0.000647851,-0.00053959,0.000290402,-0.846725419,-0.008467254,-0.000277879,-0.000533184,0.000560154
3/23/05,-1.471618781,-0.014716188,0.007013822,0.003365558,0.001268352,-1.935146444,-0.019351464,0.001655802,0.001597078,0.000153653,0.382848392,0.003828484,0.008716156,0.003838925,0.002038675,0.069988993,0.00069989,-0.000753172,-0.000569852,0.000443516,-1.054030008,-0.0105403,-0.000660655,-0.000812214,0.000593952,-0.138484313,-0.001384843,-0.001012064,-0.000484164,0.000324819,-0.087138376,-0.000871384,-0.000581323,-0.000359462,0.00053895
3/24/05,-4.551920341,-0.045519203,0.008046982,0.002799107,0.001257591,-2.72,-0.0272,0.00268067,0.001706936,0.000326443,-5.568268497,-0.055682685,0.009098837,0.003285581,0.001822669,-0.094665806,-0.000946658,-0.001195194,-0.000527924,0.000309122,0.524461983,0.00524462,-0.000964062,-0.000989415,0.00046181,-0.125286917,-0.001252869,-0.001426035,-0.000626301,0.000221458,-0.366300366,-0.003663004,-0.001143653,-0.000559756,0.000373866
3/28/05,2.459016393,0.024590164,0.009622212,0.003736721,0.001031136,2.192982456,0.021929825,0.00469829,0.001835326,0.000259236,2.100161551,0.021001616,0.012434632,0.003405617,0.001742059,0.244146838,0.002441468,-0.001538461,-0.000655901,0.000302438,-0.024383603,-0.000243836,-0.001770602,-0.000962162,0.000401946,0.409847839,0.004098478,-0.001652787,-0.000519146,0.000236154,0.105042017,0.00105042,-0.001587198,-0.000564795,0.000355222
